summary,Location_Easting_OSGR,Age_of_Driver,Location_Northing_OSGR,Longitude,Latitude,Number_of_Vehicles,Number_of_Casualties,1st_Road_Number,Speed_limit
stddev,94717.25995853204,19.028333851459564,157291.71174543217,1.390883691391115,1.4165691117082364,2.522209312557227,3.339000994537829,1811.2631929637275,15.113981048702755
