summary,Location_Easting_OSGR,Age_of_Driver,Location_Northing_OSGR,Longitude,Latitude,Number_of_Vehicles,Number_of_Casualties,1st_Road_Number,Speed_limit
mean,437943.191278409,34.97956709043979,299896.5347207369,-1.4595461203129132,52.58724342488812,2.3539946538768954,2.125315299283304,1002.5093746071514,41.10451831598755
