summary,Location_Easting_OSGR,Age_of_Driver,Location_Northing_OSGR,Longitude,Latitude,Number_of_Vehicles,Number_of_Casualties,1st_Road_Number,Speed_limit
count,4287337,4287593,4287337,4287337,4287337,4287593,4287593,4287593,4287593
